code,name,condition
M7070,"Other bursitis of hip, unspecified hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7071,"Other bursitis of hip, right hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7072,"Other bursitis of hip, left hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7090,"Unspecified soft tissue disorder related to use, overuse and pressure of unspecified site",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70911,"Unspecified soft tissue disorder related to use, overuse and pressure, right shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70912,"Unspecified soft tissue disorder related to use, overuse and pressure, left shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70919,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70921,"Unspecified soft tissue disorder related to use, overuse and pressure, right upper arm",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70922,"Unspecified soft tissue disorder related to use, overuse and pressure, left upper arm",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70929,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified upper arm",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70931,"Unspecified soft tissue disorder related to use, overuse and pressure, right forearm",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70932,"Unspecified soft tissue disorder related to use, overuse and pressure, left forearm",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70939,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified forearm",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70941,"Unspecified soft tissue disorder related to use, overuse and pressure, right hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70942,"Unspecified soft tissue disorder related to use, overuse and pressure, left hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70949,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70951,"Unspecified soft tissue disorder related to use, overuse and pressure, right thigh",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70952,"Unspecified soft tissue disorder related to use, overuse and pressure, left thigh",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70959,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified thigh",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70961,"Unspecified soft tissue disorder related to use, overuse and pressure, right lower leg",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70962,"Unspecified soft tissue disorder related to use, overuse and pressure, left lower leg",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70969,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified lower leg",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70971,"Unspecified soft tissue disorder related to use, overuse and pressure, right ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70972,"Unspecified soft tissue disorder related to use, overuse and pressure, left ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M70979,"Unspecified soft tissue disorder related to use, overuse and pressure, unspecified ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7098,"Unspecified soft tissue disorder related to use, overuse and pressure other",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7099,"Unspecified soft tissue disorder related to use, overuse and pressure multiple sites",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7100,"Abscess of bursa, unspecified site",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71011,"Abscess of bursa, right shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71012,"Abscess of bursa, left shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71019,"Abscess of bursa, unspecified shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71021,"Abscess of bursa, right elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71022,"Abscess of bursa, left elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71029,"Abscess of bursa, unspecified elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71031,"Abscess of bursa, right wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71032,"Abscess of bursa, left wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71039,"Abscess of bursa, unspecified wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71041,"Abscess of bursa, right hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71042,"Abscess of bursa, left hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71049,"Abscess of bursa, unspecified hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71051,"Abscess of bursa, right hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71052,"Abscess of bursa, left hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71059,"Abscess of bursa, unspecified hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71061,"Abscess of bursa, right knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71062,"Abscess of bursa, left knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71069,"Abscess of bursa, unspecified knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71071,"Abscess of bursa, right ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71072,"Abscess of bursa, left ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71079,"Abscess of bursa, unspecified ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7108,"Abscess of bursa, other site",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7109,"Abscess of bursa, multiple sites",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7110,"Other infective bursitis, unspecified site",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71111,"Other infective bursitis, right shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71112,"Other infective bursitis, left shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71119,"Other infective bursitis, unspecified shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71121,"Other infective bursitis, right elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71122,"Other infective bursitis, left elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71129,"Other infective bursitis, unspecified elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71131,"Other infective bursitis, right wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71132,"Other infective bursitis, left wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71139,"Other infective bursitis, unspecified wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71141,"Other infective bursitis, right hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71142,"Other infective bursitis, left hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71149,"Other infective bursitis, unspecified hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71151,"Other infective bursitis, right hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71152,"Other infective bursitis, left hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71159,"Other infective bursitis, unspecified hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71161,"Other infective bursitis, right knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71162,"Other infective bursitis, left knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71169,"Other infective bursitis, unspecified knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71171,"Other infective bursitis, right ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71172,"Other infective bursitis, left ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71179,"Other infective bursitis, unspecified ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7118,"Other infective bursitis, other site",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7119,"Other infective bursitis, multiple sites",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7120,"Synovial cyst of popliteal space [Baker], unspecified knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7121,"Synovial cyst of popliteal space [Baker], right knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7122,"Synovial cyst of popliteal space [Baker], left knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7130,"Other bursal cyst, unspecified site",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71311,"Other bursal cyst, right shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71312,"Other bursal cyst, left shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71319,"Other bursal cyst, unspecified shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71321,"Other bursal cyst, right elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71322,"Other bursal cyst, left elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71329,"Other bursal cyst, unspecified elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71331,"Other bursal cyst, right wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71332,"Other bursal cyst, left wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71339,"Other bursal cyst, unspecified wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71341,"Other bursal cyst, right hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71342,"Other bursal cyst, left hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71349,"Other bursal cyst, unspecified hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71351,"Other bursal cyst, right hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71352,"Other bursal cyst, left hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71359,"Other bursal cyst, unspecified hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71371,"Other bursal cyst, right ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71372,"Other bursal cyst, left ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71379,"Other bursal cyst, unspecified ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7138,"Other bursal cyst, other site",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7139,"Other bursal cyst, multiple sites",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7140,"Calcium deposit in bursa, unspecified site",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71421,"Calcium deposit in bursa, right elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71422,"Calcium deposit in bursa, left elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71429,"Calcium deposit in bursa, unspecified elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71431,"Calcium deposit in bursa, right wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71432,"Calcium deposit in bursa, left wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71439,"Calcium deposit in bursa, unspecified wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71441,"Calcium deposit in bursa, right hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71442,"Calcium deposit in bursa, left hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71449,"Calcium deposit in bursa, unspecified hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71451,"Calcium deposit in bursa, right hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71452,"Calcium deposit in bursa, left hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71459,"Calcium deposit in bursa, unspecified hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71461,"Calcium deposit in bursa, right knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71462,"Calcium deposit in bursa, left knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71469,"Calcium deposit in bursa, unspecified knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71471,"Calcium deposit in bursa, right ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71472,"Calcium deposit in bursa, left ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71479,"Calcium deposit in bursa, unspecified ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7148,"Calcium deposit in bursa, other site",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7149,"Calcium deposit in bursa, multiple sites",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7150,"Other bursitis, not elsewhere classified, unspecified site",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71521,"Other bursitis, not elsewhere classified, right elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71522,"Other bursitis, not elsewhere classified, left elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71529,"Other bursitis, not elsewhere classified, unspecified elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71531,"Other bursitis, not elsewhere classified, right wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71532,"Other bursitis, not elsewhere classified, left wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71539,"Other bursitis, not elsewhere classified, unspecified wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71541,"Other bursitis, not elsewhere classified, right hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71542,"Other bursitis, not elsewhere classified, left hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71549,"Other bursitis, not elsewhere classified, unspecified hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71551,"Other bursitis, not elsewhere classified, right hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71552,"Other bursitis, not elsewhere classified, left hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71559,"Other bursitis, not elsewhere classified, unspecified hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71561,"Other bursitis, not elsewhere classified, right knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71562,"Other bursitis, not elsewhere classified, left knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71569,"Other bursitis, not elsewhere classified, unspecified knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71571,"Other bursitis, not elsewhere classified, right ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71572,"Other bursitis, not elsewhere classified, left ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71579,"Other bursitis, not elsewhere classified, unspecified ankle and foot",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7158,"Other bursitis, not elsewhere classified, other site",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M7180,"Other specified bursopathies, unspecified site",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71811,"Other specified bursopathies, right shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71812,"Other specified bursopathies, left shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71819,"Other specified bursopathies, unspecified shoulder",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71821,"Other specified bursopathies, right elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71822,"Other specified bursopathies, left elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71829,"Other specified bursopathies, unspecified elbow",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71831,"Other specified bursopathies, right wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71832,"Other specified bursopathies, left wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71839,"Other specified bursopathies, unspecified wrist",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71841,"Other specified bursopathies, right hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71842,"Other specified bursopathies, left hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71849,"Other specified bursopathies, unspecified hand",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71851,"Other specified bursopathies, right hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71852,"Other specified bursopathies, left hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71859,"Other specified bursopathies, unspecified hip",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71861,"Other specified bursopathies, right knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71862,"Other specified bursopathies, left knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
M71869,"Other specified bursopathies, unspecified knee",Arthritis/Joint/Bone Pain (Other than Back/Neck)
